final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator,Retained
3459,2,2,CA,6,T,4,5,0,240,1,2,363,CA History,53,52,K->Middle,0.121791862034522,193,464,0,0,0.0,0.0,1,404,0.964971173524273,2,0,Private non-Christian,K,8,425,Q,1,0,0,0,Elementary->Elementary,S-M,1
3460,7,7,WA,16,A,4,4,1,235,6,4,423,East Coast,53,70,Middle->High,0.05116378224627,181,2224,21,4,0.381530232290785,0.342463183993441,0,2069,0.922480427301375,5,A,PUBLIC,8,9,1084,O,1,2,190,172,Middle->Middle,L,0
3461,9,9,NY,10,T,5,6,0,279,0,2,267,East Coast,17,22,PK->Middle,0.066826200355355,231,876,12,0,0.687792733214512,0.188927741820245,0,792,0.928400747058876,2,0,Catholic,PK,8,276,O,1,0,0,0,Middle->Middle,S,1
3462,6,6,WA,38,A,4,5,1,237,7,2,360,East Coast,32,32,K->High,0.048580605704439,198,2369,16,6,0.591128529019452,0.309072182319129,1,2291,0.919398025988853,2,0,CHD,K,12,552,K,1,1,190,185,Middle->Middle,M-L,1
3463,9,9,CA,12,A,6,6,1,261,5,6,434,East Coast,36,38,Middle->Middle,0.033770883141689,231,1996,19,3,0.494468453888979,0.398703779352639,0,2054,0.903376455089537,5,B,PUBLIC,7,8,1124,P,1,1,266,260,Middle->Middle,L,1
3464,5,5,CA,4,A,5,5,1,245,0,5,369,CA History,104,110,K->Elementary,0.178753556025602,199,362,19,3,0.162821365127667,0.202256336299116,1,411,0.97869898341823,4,B,PUBLIC,K,5,631,Q,0,0,0,0,Elementary->Elementary,M-L,1
3465,6,6,CA,13,A,3,4,1,206,4,1,304,East Coast,8,7,K->Elementary,0.007199228657056,131,2140,6,3,0.818181455310346,0.428939761598208,0,2146,0.877117331433601,1,B,PUBLIC,K,5,1014,O,1,1,195,193,Elementary->Elementary,L,0
3467,3,3,CA,2,A,6,6,0,148,0,1,346,CA History,32,30,K->Middle,0.064335671326912,97,376,3,0,0.097673035534145,0.0,0,389,0.978038234057308,1,A,PUBLIC,K,6,489,Q,0,0,0,0,Elementary->Elementary,S-M,0
3468,9,9,TN,8,A,3,3,1,196,8,1,321,East Coast,6,8,Middle->Middle,0.007517631912161,157,1194,6,7,0.816121331506526,0.156663588935396,0,1352,0.863855590904209,1,B,PUBLIC,6,8,930,O,0,1,165,174,Middle->Middle,L,1
3469,8,8,AZ,19,A,3,4,0,190,2,2,208,East Coast,15,16,Middle->Middle,0.032196041383238,159,2129,11,2,0.75554052701638,0.313086590318777,0,2129,0.845823627300799,2,A,PUBLIC,6,8,493,P4,1,2,184,171,Middle->Middle,S-M,1
3470,9,10,MA,24,A,6,7,1,421,2,2,408,Costa Rica,14,17,PK->Middle,0.05336696860976,245,2336,14,2,0.789580359747062,0.058183757684379,0,2283,0.856194629372874,2,0,Private non-Christian,PK,8,299,Q,0,0,0,0,Middle->Middle,S,0
3471,9,9,TX,16,A,3,3,1,197,9,4,335,East Coast,36,39,Middle->Middle,0.059214655064928,160,1555,26,6,0.661969949264929,0.077509798396263,0,1467,0.946089493299178,4,D,PUBLIC,6,8,657,A,1,1,200,184,Middle->Middle,M-L,1
3473,8,10,CA,17,A,3,4,1,204,13,4,310,East Coast,48,58,Middle->Middle,0.046600684010466,155,1922,31,11,0.595339741252527,0.272179986426085,0,1961,0.948698556428915,4,B,PUBLIC,6,8,1022,Q,1,1,183,188,Middle->Middle,L,1
3475,9,9,TX,11,A,6,6,1,269,11,4,469,East Coast,39,54,Elementary->Middle,0.058668312682159,219,1527,40,11,0.847309070986801,0.34521536130651,0,1555,0.940759729562044,5,B,PUBLIC,5,8,783,L,1,1,272,256,Middle->Middle,M-L,1
3476,6,6,FL,18,T,3,3,0,186,7,4,260,Science,19,26,PK->High,0.021193558606972,143,1074,19,7,0.778530628273566,0.128194441029729,0,1047,0.909078127801231,3,0,Private non-Christian,PK,12,1085,F,1,0,0,0,Middle->Middle,L,1
3477,8,8,TX,33,A,3,4,1,224,9,11,410,East Coast,75,87,Middle->Middle,0.1085237550129,154,2158,55,11,0.666444790818421,0.243867793730967,0,1979,0.915053953465974,9,C,PUBLIC,6,8,794,D,0,1,182,168,Middle->Middle,M-L,1
3478,11,14,MO,19,A,6,6,1,431,2,1,400,Science,6,8,High->High,0.00978184147514,243,1744,3,2,0.427596915279667,0.384212218105226,0,2082,0.912174608567459,1,A,PUBLIC,9,12,738,O,1,2,401,279,High->High,M-L,0
3479,7,8,OH,16,A,3,4,1,218,4,1,319,Science,6,6,Middle->Middle,0.009687208666962,154,1888,4,3,0.782704340967278,0.237456456090014,0,1742,0.828401676096216,1,B,PUBLIC,6,8,470,I,1,1,187,197,Middle->Middle,S-M,0
3480,6,6,CA,20,A,5,5,1,257,14,8,451,East Coast,53,71,High->High,0.10109670843895,182,2336,37,12,0.653867202123969,0.348360159944483,1,2297,0.888483845079207,8,0,CHD,9,12,662,N,1,1,212,221,Middle->Middle,M-L,1
3481,6,6,CA,24,A,4,5,1,227,3,3,394,East Coast,41,42,Middle->Middle,0.038687618840351,173,2053,21,3,0.490644255282857,0.18392754676783,0,2081,0.964908394442455,3,B,PUBLIC,6,8,1021,Q,1,1,202,190,Middle->Middle,L,1
3482,12,13,PA,9,T,4,4,1,376,6,7,413,East Coast,69,80,High->High,0.192288969151757,176,570,0,0,0.0,0.0,0,565,0.858766031514346,8,C,PUBLIC,9,12,350,G,1,1,189,203,High->High,S-M,1
3483,8,9,IL,11,T,4,5,0,218,4,22,221,East Coast,99,107,PK->Middle,0.183544032648831,192,812,36,2,0.38302258592904,0.195974655865024,0,844,0.825797850931004,19,C,PUBLIC,PK,8,484,O,0,1,268,264,Middle->Middle,S-M,0
3485,4,4,CA,3,A,3,3,1,213,8,2,405,CA History,53,56,PK->High,0.064361237586338,144,371,40,6,0.79124577106978,0.106519990642636,1,394,0.929078543878148,2,0,CHD,PK,12,793,K,1,1,174,175,Elementary->Elementary,M-L,1
3486,9,9,CA,2,T,3,3,0,146,0,1,176,CA History,23,26,K->Middle,0.105541926600288,114,215,0,0,0.0,0.0,1,213,0.999128539544215,1,0,Catholic,K,8,244,L,0,0,0,0,Middle->Middle,S,1
3487,5,5,CA,7,A,5,5,1,252,2,2,405,CA History,56,53,PK->Middle,0.120614966801209,195,578,25,2,0.4861147849483,0.505608892052701,0,599,0.920822299401051,2,0,CHD,PK,8,369,O,0,0,0,0,Elementary->Elementary,S-M,1
3489,10,10,WA,14,A,4,4,1,200,12,2,328,East Coast,30,31,Middle->Middle,0.034102835254031,155,1870,23,9,0.693700980206122,0.386700736099529,0,1839,0.956833505612648,2,B,PUBLIC,6,8,831,H,1,2,302,196,Middle->Middle,L,1
3492,5,5,CA,4,A,5,5,0,287,4,2,376,CA History,52,44,K->Elementary,0.056983244451143,182,393,23,2,0.486073524140885,0.052883608804245,1,363,0.95895177523507,2,A,PUBLIC,K,5,751,Q,0,1,225,238,Elementary->Elementary,L,1
3493,7,8,UT,22,A,5,6,1,264,0,1,393,East Coast,9,8,Middle->High,0.014670171089893,197,2179,3,0,0.381379341625592,0.212775404957937,0,1931,0.88383464368426,1,B,PUBLIC,7,9,507,N,1,1,227,219,Middle->High,S-M,0
3496,9,9,TX,9,A,3,3,1,226,1,1,365,East Coast,15,13,Middle->Middle,0.012297725342795,135,1989,12,1,0.92892150601508,0.069966207044435,0,2027,0.883725572555137,1,B,PUBLIC,6,8,928,N,1,1,183,196,Middle->Middle,L,0
3498,10,10,OH,15,T,5,5,1,244,2,7,418,East Coast,72,83,Middle->High,0.161144654966946,209,725,44,2,0.59902995310088,0.22528611254506,1,742,0.875679864469954,7,A,PUBLIC,7,12,504,H,1,1,247,247,Middle->Middle,S-M,1
3499,8,8,MA,10,T,4,4,1,221,11,21,350,East Coast,189,200,Middle->Middle,0.309551579765122,172,755,120,6,0.625986338738995,0.149171614762726,1,740,0.939455008665287,24,E,PUBLIC,6,8,672,Q,0,0,0,0,Middle->Middle,M-L,1
3500,5,6,OK,19,A,6,6,0,290,2,1,294,East Coast,13,12,PK->Elementary,0.01361927192951,222,1892,5,0,0.45114230363966,0.103290902342408,0,1684,0.938616272173669,1,B,PUBLIC,PK,5,758,M,0,2,265,232,Elementary->Middle,L,1
3504,7,7,WA,19,A,6,7,1,312,2,1,484,East Coast,5,6,Middle->Middle,0.009526042295798,247,1890,2,0,0.413812526296478,0.514675000221559,0,1926,0.819173157626908,1,B,PUBLIC,6,8,516,I,1,2,411,264,Middle->Middle,S-M,1
3505,5,5,CA,9,A,3,3,0,198,0,2,327,CA History,46,47,PK->Elementary,0.066806447185083,160,637,9,0,0.232593728499653,0.36818068207043,1,535,0.982209211423933,2,0,CHD,PK,4,695,Q,1,1,187,187,Elementary->Elementary,M-L,1
3507,4,4,CA,12,A,3,4,1,202,1,2,315,CA History,40,36,K->Middle,0.033895585029565,137,806,19,1,0.529192491554403,0.094570028056526,0,806,0.973581927471234,2,B,PUBLIC,K,6,1065,Q,0,0,0,0,Elementary->Elementary,L,1
3509,9,12,AR,18,A,6,6,1,299,24,3,461,East Coast,21,23,Middle->High,0.059599791894144,249,2040,11,11,0.5206419263866,0.507848844591052,0,2116,0.844887945620354,3,D,PUBLIC,7,12,377,B,0,1,268,269,Middle->High,S-M,0
3510,8,9,OH,10,T,5,6,1,399,7,4,418,East Coast,36,41,Elementary->Middle,0.097636948180977,216,460,23,8,0.496661832784634,0.05638897707891,0,416,0.966167194707527,3,B,PUBLIC,5,8,387,J,1,2,363,280,Middle->Middle,S-M,1
3512,7,7,MO,6,A,6,6,1,302,1,1,432,East Coast,6,7,Elementary->Middle,0.019541221275289,206,1199,4,0,0.693673369113471,0.177333427109077,0,1197,0.847972723469141,1,C,PUBLIC,5,8,314,F,1,1,248,254,Middle->Middle,S,0
3513,4,5,FL,9,A,4,5,0,234,6,5,352,East Coast,22,27,PK->High,0.0242030065368,178,1189,22,3,0.833132325293947,0.344842352545433,0,1187,0.855360385954576,4,0,Private non-Christian,PK,12,1133,F,0,0,0,0,Elementary->Middle,L,1
3514,7,7,KS,18,A,4,4,1,227,3,1,420,East Coast,10,12,Middle->Middle,0.015822746259113,168,2015,7,1,0.558128651808525,0.149965892144314,0,1959,0.942556750527095,1,C,PUBLIC,6,8,791,E,1,1,224,212,Middle->Middle,M-L,0
3515,9,10,WI,26,T,5,6,1,256,8,1,403,East Coast,17,21,PK->Middle,0.1640930249899,231,938,7,6,0.343712452089584,0.564209596639271,0,908,0.93404751185857,1,0,CHD,PK,8,126,K,1,2,371,241,Middle->Middle,S,0
3516,7,7,SC,10,T,5,5,1,246,4,2,411,East Coast,40,46,PK->Middle,0.104716526727738,188,780,24,3,0.665725688752031,0.080993089331274,0,834,0.908533133449851,2,0,CHD,PK,6,425,I,0,1,233,222,Middle->Middle,S-M,0
3517,6,7,TX,9,A,6,6,0,289,6,2,302,East Coast,23,26,Middle->Middle,0.087506435364234,256,1833,18,7,0.641030503414566,0.103193513373356,0,2030,0.922519814611294,2,C,PUBLIC,7,8,293,H,1,1,273,263,Middle->Middle,S,0
3518,4,6,WA,21,A,6,7,1,291,11,2,510,East Coast,29,32,Middle->Middle,0.03429927262357,250,2442,17,4,0.597015289252427,0.21996335420224,0,2264,0.930322167672636,2,B,PUBLIC,6,8,977,M,1,2,453,261,Middle->Middle,L,0
3519,7,7,IL,14,A,4,4,1,222,4,1,369,East Coast,16,20,PK->Middle,0.019080477408297,180,1120,11,3,0.646195456462075,0.064166213708745,0,1191,0.979120613121433,1,C,PUBLIC,PK,8,1009,L,0,2,326,216,Middle->Middle,L,1
3520,8,8,NE,10,A,5,6,1,290,0,1,477,East Coast,17,17,Middle->Middle,0.055033934207003,220,1337,11,0,0.697898871908156,0.200890229787853,0,1270,0.955418919218873,1,B,PUBLIC,6,8,279,H,1,2,393,251,Middle->Middle,S,1
3523,9,10,TX,18,A,6,6,0,266,3,1,245,East Coast,11,13,Middle->Middle,0.015198193324729,206,1455,9,2,0.78979440482687,0.534127963466746,0,1540,0.899925508912874,1,B,PUBLIC,6,8,685,M,0,1,225,223,Middle->Middle,M-L,1
3526,8,8,CA,16,A,4,4,1,219,5,1,384,East Coast,8,9,Middle->Middle,0.006997779556467,184,2802,3,4,0.439897110655642,0.120250414098908,0,2496,0.918341283083013,1,A,PUBLIC,6,8,1007,Q,1,2,335,220,Middle->Middle,L,1
3527,10,10,CA,12,A,3,4,1,217,11,6,435,East Coast,58,81,Middle->Middle,0.049931099158435,161,2393,33,7,0.465703085625823,0.107354688434374,0,2334,0.903061014886806,7,B,PUBLIC,6,8,1389,P,1,1,195,208,Middle->Middle,L,1
3528,7,8,CA,12,A,6,7,1,314,8,3,410,East Coast,19,24,Middle->High,0.013935547424434,262,2234,13,5,0.67294249054326,0.38491192936338,0,2058,0.871719771568907,3,C,PUBLIC,7,12,1450,G,0,1,289,283,Middle->High,L,1
3530,6,6,OK,19,A,6,6,1,297,3,2,485,East Coast,22,28,PK->Elementary,0.037032283757366,217,1826,19,1,0.702743694702165,0.27998201570035,0,1635,0.900032070781335,2,B,PUBLIC,PK,5,751,N,0,1,272,268,Elementary->Elementary,M-L,1
3531,9,9,IL,8,A,3,3,1,210,15,9,393,East Coast,91,120,Middle->Middle,0.114459477784136,166,1108,75,16,0.78912309572869,0.284670064740904,0,1052,0.93085614946082,11,A,PUBLIC,6,8,978,Q,0,1,195,180,Middle->Middle,L,1
3532,8,11,IA,8,A,4,5,0,219,3,10,271,East Coast,124,120,PK->High,0.289718822262306,169,1246,0,0,0.0,0.0,0,1265,0.892602825208877,10,B,PUBLIC,PK,12,361,J,0,0,0,0,High->High,S-M,0
3533,8,9,WA,16,A,6,7,0,291,1,2,340,East Coast,14,19,Elementary->Middle,0.031893956522704,250,2569,9,0,0.603040108983024,0.115303119238068,0,2466,0.885041630115984,2,A,PUBLIC,5,6,492,P,0,1,276,275,Middle->Middle,S-M,0
3535,10,10,TN,18,T,4,5,1,234,0,8,444,East Coast,78,79,PK->Middle,0.121405194704167,205,713,37,1,0.526570167902079,0.1917937162649,0,723,0.89588417140002,7,C,PUBLIC,PK,8,676,C,0,2,393,252,Middle->Middle,M-L,1
3536,7,7,AZ,19,A,5,5,1,218,1,4,478,East Coast,43,50,K->Middle,0.106749193623397,203,1643,23,2,0.45769429724293,0.265576077025988,1,1685,0.923148886517151,4,0,Catholic,K,8,535,M,1,1,261,255,Middle->Middle,S-M,1
3537,8,9,TX,10,A,3,3,1,192,7,3,386,East Coast,27,37,Middle->Middle,0.039738766236792,128,1440,24,4,0.811572696090335,0.164868946621881,0,1562,0.870616574743567,3,B,PUBLIC,6,8,768,L,0,1,163,172,Middle->Middle,M-L,0
3540,6,6,TX,14,A,2,3,1,182,8,2,355,East Coast,43,55,Middle->Middle,0.058286627879809,135,1689,46,6,0.871293273292994,0.376923348603155,0,1569,0.975355311113444,2,C,PUBLIC,7,8,944,E,1,1,158,151,Middle->Middle,L,1
3541,9,9,TX,12,A,6,6,1,305,19,3,493,East Coast,58,50,Middle->Middle,0.059595648353798,229,2008,45,15,0.834399917596886,0.356624016109748,0,1978,0.970146063742998,3,C,PUBLIC,6,8,768,I,0,2,444,274,Middle->Middle,L,1
3542,9,9,MA,8,T,4,4,1,162,3,4,349,East Coast,43,44,Middle->Middle,0.058174335739978,185,925,16,3,0.482430928278788,0.060295601953419,0,826,0.89296419047218,4,B,PUBLIC,6,8,703,O,1,1,153,137,Middle->Middle,M-L,0
3543,8,8,CA,17,A,3,3,1,219,7,3,371,East Coast,58,74,K->Middle,0.111630357992696,122,2344,14,4,0.246137600487543,0.106841493489443,0,2570,0.976675041417577,4,A,PUBLIC,K,8,671,O,0,1,139,144,Middle->Middle,M-L,1
3544,7,7,ME,14,T,6,6,0,251,6,5,238,East Coast,59,63,Elementary->Middle,0.088333207046721,179,866,45,6,0.734905731125578,0.439262570214453,0,763,0.910769503763219,4,A,PUBLIC,5,8,652,Q,0,0,0,0,Middle->Middle,M-L,1
3546,7,7,AL,15,T,4,5,0,224,2,2,218,East Coast,24,22,Elementary->Elementary,0.064221612534028,214,918,6,2,0.278585190039543,0.123688280293153,0,794,0.90974394996473,2,C,PUBLIC,3,5,357,F,1,0,0,0,Elementary->Elementary,S-M,1
3547,7,7,CA,30,A,4,5,1,335,0,5,338,East Coast,50,69,Middle->High,0.145230501095322,199,2145,42,0,0.661402843572552,0.173206741534323,0,2267,0.884475534387542,5,0,Private non-Christian,6,12,439,Q,0,0,0,0,Middle->Middle,S-M,0
3548,6,6,CA,4,A,5,5,1,282,0,1,382,CA History,20,18,K->Middle,0.035844114390055,205,631,6,0,0.354174970650101,0.106288349296569,1,696,0.953478830580683,1,0,CHD,K,8,511,P,0,1,249,249,Elementary->Elementary,S-M,1
3549,3,3,CA,2,A,1,1,1,149,3,4,275,CA History,51,69,K->Elementary,0.062790562994035,136,382,25,3,0.441162726827229,0.187883056112998,1,443,0.959245175957654,4,B,PUBLIC,K,5,959,Q,0,1,153,160,Elementary->Elementary,L,1
3551,9,9,CA,15,A,5,6,1,278,1,4,475,East Coast,37,48,PK->Middle,0.128242064791923,236,3241,0,0,0.0,0.0,1,3254,0.947916718868234,4,0,Private non-Christian,PK,8,326,Q,0,0,0,0,Middle->Middle,S,1
3553,7,9,VA,14,A,6,7,0,301,0,1,342,Costa Rica,6,7,Middle->Middle,0.007408987265617,220,2656,7,0,0.999304845299448,0.0,0,2596,0.849218159834342,1,B,PUBLIC,6,8,987,Q,1,1,263,255,Middle->Middle,L,0
3554,6,6,TX,10,A,5,6,1,277,7,1,491,East Coast,13,16,Middle->Middle,0.012430544052915,240,1490,9,3,0.574821778871063,0.238999722104463,0,1625,0.978166035728977,1,C,PUBLIC,6,8,1221,F,1,2,443,249,Middle->Middle,L,0
3555,7,7,CA,18,A,4,4,1,252,2,3,383,East Coast,43,36,Middle->Middle,0.202157701439063,142,1817,16,1,0.386828684941011,0.178510860121141,0,1728,0.879980819069548,3,B,PUBLIC,6,8,168,Q,1,2,222,175,Middle->Middle,S,1
3556,10,10,CA,23,A,3,4,1,205,12,1,342,East Coast,24,24,Middle->Middle,0.049443401653074,174,2433,14,13,0.595273740795458,0.281106524834721,0,2474,0.958645439540224,1,B,PUBLIC,7,8,548,N,0,1,204,209,Middle->Middle,S-M,1
3557,10,10,IA,18,A,6,6,1,305,7,4,415,East Coast,57,68,Elementary->Middle,0.153423788307084,205,1657,32,6,0.491905290373361,0.322046633935176,0,1388,0.920154461297931,4,A,PUBLIC,5,8,386,J,1,1,289,280,Middle->Middle,S-M,1
3559,6,6,CA,21,A,3,4,1,225,8,2,356,East Coast,18,17,Middle->Middle,0.016453341770101,155,2103,7,7,0.442418439513717,0.281096043241009,0,2213,0.903617609693895,2,B,PUBLIC,6,8,924,H,1,1,207,204,Middle->Middle,L,1
3560,9,10,KS,13,A,6,6,0,264,7,6,267,East Coast,60,77,Middle->High,0.128653940638199,222,1152,46,2,0.599271308692696,0.20928838145602,0,1246,0.94524646795663,6,B,PUBLIC,7,9,526,L,0,1,248,254,Middle->High,S-M,0
3561,8,8,TX,17,A,6,6,0,274,2,1,282,East Coast,13,17,Middle->Middle,0.138259512332873,232,1548,13,1,0.830663741524461,0.136257650059353,0,1460,0.921625390787775,1,C,PUBLIC,6,8,115,J,0,1,282,283,Middle->Middle,S,1
3564,6,6,CA,10,A,6,6,0,253,3,1,285,East Coast,6,6,Middle->Middle,0.006387617455686,220,2118,3,2,0.517844021573398,0.181385746460353,0,2133,0.898350916097864,1,D,PUBLIC,7,8,907,H,0,1,258,244,Middle->Middle,L,0
3565,8,8,NE,5,A,3,3,1,211,5,4,361,East Coast,31,37,Middle->Middle,0.041778414478202,166,1305,20,4,0.699139721949563,0.285088426100946,0,1158,0.913165169429213,4,A,PUBLIC,6,8,661,Q,0,1,196,205,Middle->Middle,M-L,1
3566,5,6,TN,18,A,5,6,1,250,5,3,487,East Coast,35,50,Elementary->Middle,0.080779686319573,212,1409,33,4,0.761321212933933,0.299394715379582,0,1562,0.925271637674202,3,B,PUBLIC,4,8,600,I,1,1,252,252,Middle->Middle,S-M,0
3567,6,8,TX,7,A,6,6,1,294,7,2,396,East Coast,16,15,Middle->Middle,0.044333438497985,214,1695,10,3,0.671806313179192,0.353558667680362,0,1716,0.853781962123473,2,C,PUBLIC,6,8,273,G,1,1,264,267,Middle->Middle,S,0
3568,10,10,IL,7,A,5,6,0,272,3,2,332,East Coast,27,32,Middle->Middle,0.06768645089971,219,921,16,3,0.599142014067275,0.124248983897826,0,1056,0.865842372344563,3,B,PUBLIC,7,8,398,I,1,1,242,247,Middle->Middle,S-M,1
3570,3,3,CA,2,A,3,3,0,171,6,2,196,CA History,36,43,K->Elementary,0.069880233189269,144,432,15,3,0.386724121647159,0.066590892974086,0,363,0.933497748816596,2,A,PUBLIC,K,5,554,Q,1,0,0,0,Elementary->Elementary,S-M,1
3574,5,6,CA,26,A,6,7,0,256,2,2,255,East Coast,13,15,K->Middle,0.067496873676986,214,2591,10,2,0.855346359617964,0.070283349588614,0,2318,0.826386209019806,2,0,Private non-Christian,K,8,194,Z,0,0,0,0,Middle->Middle,S,1
3575,9,9,CA,14,A,4,4,1,256,1,1,383,East Coast,8,9,High->High,0.02004120615383,177,1965,6,2,0.807504064706291,0.128363986598058,0,1928,0.938469810890146,1,C,PUBLIC,9,12,432,N,0,2,204,175,Middle->Middle,S-M,0
3576,5,5,CA,11,A,6,6,0,138,1,1,142,Science,12,11,Middle->Middle,0.008383995397075,103,1852,4,1,0.397430104869197,0.11926529531094,0,1827,0.949352867206572,1,A,PUBLIC,6,8,1146,Q,0,0,0,0,Middle->Middle,L,0
3577,7,7,TX,19,A,6,6,1,452,8,1,435,East Coast,3,4,Middle->Middle,0.002379502704189,232,1902,2,6,0.636179684051752,0.0,0,1741,0.772447435879246,1,D,PUBLIC,6,8,1235,A,0,2,377,277,Middle->Middle,L,0
3578,10,10,AZ,22,A,3,3,1,193,23,3,479,East Coast,19,19,K->Middle,0.031923927314715,145,2275,12,16,0.679513799002009,0.309238974404395,0,2041,0.850740066422501,3,0,Catholic,K,8,553,I,1,2,384,188,Middle->Middle,S-M,0
3580,6,8,TX,12,A,6,6,1,312,3,2,463,East Coast,3,5,Middle->Middle,0.002520187214688,229,1725,0,2,0.0,0.0,0,1501,0.608229289862814,2,C,PUBLIC,6,8,1253,K,1,2,364,232,Middle->Middle,L,0
3581,9,10,TX,16,A,5,6,0,140,0,3,145,East Coast,44,42,K->High,0.066490550767337,127,1316,19,0,0.538564222320963,0.160000092705727,0,1376,0.972521180640918,3,0,Private non-Christian,K,12,606,D,1,0,0,0,Middle->Middle,S-M,1
3582,8,8,CT,8,T,4,4,1,335,4,7,323,East Coast,67,77,PK->High,0.088058200092833,319,695,0,0,0.0,0.0,0,714,0.872827628857973,8,0,Private non-Christian,PK,12,873,Q,0,0,0,0,Middle->Middle,L,1
3583,6,7,WA,25,A,4,5,1,241,1,4,469,East Coast,64,64,K->Middle,0.105558614105954,216,2314,39,0,0.624047413036958,0.254559298106761,0,2117,0.942670744262801,3,0,Catholic,K,8,480,H,0,1,225,232,Middle->Middle,S-M,0
3585,6,7,ID,19,A,6,6,1,286,5,1,469,Science,5,6,Middle->Middle,0.006138186582347,221,2240,4,3,0.764897018153168,0.35517397499278,0,2257,0.837216206157349,1,B,PUBLIC,6,8,728,H,1,1,248,245,Middle->Middle,M-L,0
3586,7,9,TX,18,A,3,3,1,196,4,1,378,East Coast,8,8,Middle->Middle,0.005363721861825,155,1626,4,1,0.542688742775276,0.158926351534076,0,1737,0.899817570134535,1,C,PUBLIC,6,8,1378,K,1,2,163,149,Middle->Middle,L,0
3587,5,5,OK,20,A,6,7,1,309,0,1,477,Science,4,7,Middle->Middle,0.005408017986533,226,1928,3,0,0.596917574246255,0.0,0,2010,0.857562716015886,1,B,PUBLIC,6,8,963,L,0,1,242,253,Middle->Middle,L,1
3590,7,7,WA,25,A,3,4,1,201,14,2,317,East Coast,27,31,Middle->Middle,0.03312177694026,158,1949,22,9,0.724792185950522,0.382937695542257,0,1833,0.981046374428212,2,B,PUBLIC,6,8,980,H,0,2,300,187,Middle->Middle,L,1
3591,4,5,WA,18,A,6,7,0,253,1,1,281,East Coast,4,5,Middle->Middle,0.008916241189668,233,1870,3,1,0.715269064637641,0.49210500385688,0,2029,0.811580535161383,1,B,PUBLIC,6,8,507,H,1,1,255,244,Middle->Middle,S-M,0
3592,9,9,CA,24,A,3,4,1,206,9,1,334,East Coast,16,17,Middle->Middle,0.02045679571409,172,1987,5,7,0.345246621193365,0.056761239369427,0,1795,0.894455829459578,1,C,PUBLIC,6,8,670,O,1,2,309,173,Middle->Middle,M-L,1
3595,7,8,OR,15,A,6,6,1,281,3,1,479,East Coast,17,17,Middle->Middle,0.023504599009893,223,1661,13,1,0.758981769502339,0.091853047622889,0,1950,0.966038499493997,1,B,PUBLIC,7,8,748,N,0,1,231,222,Middle->Middle,M-L,1
3596,9,9,WI,18,A,6,7,1,292,3,6,493,East Coast,55,68,Middle->Middle,0.096698103300981,258,1486,51,3,0.801820548050391,0.407500468964551,0,1500,0.922609879208919,7,A,PUBLIC,6,8,708,P1,0,2,278,264,Middle->Middle,M-L,1
3599,6,7,CO,7,A,6,6,1,303,3,2,504,East Coast,6,11,K->Middle,0.024603102471399,210,1622,7,2,0.832315933923314,0.416237762709219,0,1827,0.823720110822028,2,B,PUBLIC,K,6,367,P,0,1,279,291,Elementary->Middle,S,0
3600,10,10,CA,12,A,3,3,1,188,0,4,319,East Coast,37,42,Middle->High,0.092625231162164,129,2305,24,0,0.770766285213874,0.144421512748379,0,2458,0.922733107548071,4,0,Private non-Christian,6,12,337,Q,1,1,155,151,Middle->Middle,S-M,1
3603,10,10,NV,26,A,4,5,1,252,21,4,392,East Coast,79,79,Middle->Middle,0.116784056381135,171,1944,38,11,0.497075776600417,0.197485344690221,0,2098,0.964083075192515,5,B,PUBLIC,6,8,640,O,1,1,228,235,Middle->Middle,M-L,1
3604,7,7,NH,18,T,5,6,1,240,16,9,355,East Coast,143,154,Middle->Middle,0.119669108877579,214,608,48,8,0.379299165464126,0.139352038198292,0,637,0.923369849067004,8,B,PUBLIC,6,8,1142,J,0,1,257,257,Middle->Middle,L,1
3605,6,6,TN,17,T,3,4,1,247,8,3,387,East Coast,31,38,Middle->Middle,0.10737696958129,183,893,18,8,0.599101026465508,0.31791262875114,0,960,0.951755788671052,3,C,PUBLIC,7,8,274,D,0,2,319,207,Middle->Middle,S,1
3606,8,9,TX,21,A,6,6,1,274,1,1,409,East Coast,11,15,Middle->Middle,0.010379944916137,233,1881,10,0,0.749418665495023,0.140717468728821,0,1936,0.958456153311603,1,B,PUBLIC,6,8,1240,D,0,2,356,256,Middle->High,L,1
3608,9,10,MS,9,A,5,6,0,266,8,2,270,East Coast,20,21,Middle->Middle,0.018532821133543,217,1370,13,1,0.693634312200403,0.391167862790142,0,1262,0.899777889705131,2,C,PUBLIC,6,8,957,B,0,1,267,268,Middle->Middle,L,1
