ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,FPP_to_School_enrollment,Retained
HS1149A,HS,3,3,CA,2,A,03/19/2019,03/21/2019,,09/03/2018,5,2,09/19/2018,CA History,61,53,January,K,Middle,K->Middle,H,"0,098898368103324",1
HS1175A,HS,3,3,CA,1,A,05/20/2019,05/21/2019,,10/07/2018,3,1,10/10/2018,CA History,18,23,January,PK,Elementary,PK->Elementary,H,"0,046620959454918",0
HS1200A,HS,5,5,CA,3,A,03/26/2019,03/29/2019,06/06/2018,09/13/2018,3,2,04/14/2018,CA History,43,47,January,PK,Middle,PK->Middle,H,"0,124755031913463",1
HS120A,HS,5,5,CA,1,A,04/05/2019,04/06/2019,03/21/2018,08/25/2018,2,1,03/26/2018,CA History,26,25,January,K,Elementary,K->Elementary,H,"0,040742761963245",0
HS1218A,HS,2,2,CA,2,A,05/31/2019,06/02/2019,,08/13/2018,2,1,05/11/2018,CA History,41,35,January,K,Elementary,K->Elementary,H,"0,086026012041487",1
HS1234A,HS,4,4,CA,4,A,05/07/2019,05/11/2019,03/27/2018,03/31/2018,1,1,03/09/2018,CA History,27,22,January,PK,Middle,PK->Middle,H,"0,049870982388686",1
HS1250A,HS,6,6,CA,4,A,05/04/2019,05/08/2019,05/07/2018,08/30/2018,0,1,04/27/2018,CA History,10,13,January,K,Elementary,K->Elementary,H,"0,015877325118278",0
HS1257A,HS,3,3,CA,2,A,05/01/2019,05/03/2019,04/29/2018,08/12/2018,6,1,04/23/2018,CA History,26,32,January,K,Elementary,K->Elementary,H,"0,061262388249007",0
HS1272A,HS,6,6,CA,3,A,06/01/2019,06/04/2019,,09/10/2018,6,2,06/04/2018,CA History,60,54,January,K,Middle,K->Middle,H,"0,114081517790636",1
HS1289A,HS,4,4,CA,6,A,04/23/2019,04/29/2019,05/28/2018,09/12/2018,0,1,05/22/2018,CA History,17,19,January,PK,Middle,PK->Middle,H,"0,08482139476308",1
HS1290A,HS,3,3,CA,3,A,03/16/2019,03/19/2019,,10/05/2018,2,1,09/01/2018,CA History,32,30,January,K,Middle,K->Middle,H,"0,054330855338452",1
HS1316A,HS,3,3,CA,1,A,04/02/2019,04/03/2019,,09/22/2018,0,1,09/03/2018,CA History,11,13,January,PK,Middle,PK->Middle,H,"0,118919849318039",1
HS1317A,HS,5,5,CA,2,A,05/02/2019,05/04/2019,,11/24/2018,0,1,05/23/2018,CA History,13,17,January,PK,Middle,PK->Middle,H,,1
HS1330A,HS,4,4,CA,2,A,05/03/2019,05/05/2019,05/12/2018,08/27/2018,3,1,05/18/2018,CA History,40,33,January,PK,Middle,PK->Middle,H,"0,207813054050054",1
HS135A,HS,3,3,CA,2,A,05/29/2019,05/31/2019,,10/10/2018,2,1,06/16/2018,CA History,40,33,January,K,Elementary,K->Elementary,H,"0,056848002884411",1
HS1376A,HS,6,7,CA,2,A,06/07/2019,06/09/2019,03/13/2018,09/14/2018,3,1,03/05/2018,CA History,8,9,January,K,Elementary,K->Elementary,H,"0,009657365700815",0
HS1389A,HS,6,7,CA,1,A,05/30/2019,05/31/2019,04/20/2018,08/21/2018,6,2,04/24/2018,CA History,42,56,January,PK,Elementary,PK->Elementary,H,"0,054841225784392",0
HS1401A,HS,3,6,CA,8,A,06/09/2019,06/17/2019,05/03/2018,08/31/2018,8,3,08/22/2017,CA History,18,19,January,K,Middle,K->Middle,H,"0,028861621287824",1
HS144A,HS,6,6,CA,8,A,05/31/2019,06/08/2019,05/24/2018,08/07/2018,3,1,05/21/2018,CA History,21,20,January,K,Middle,K->Middle,H,"0,04739164653667",0
HS1464A,HS,2,2,CA,4,A,04/24/2019,04/28/2019,05/07/2018,08/16/2018,3,6,04/16/2018,CA History,74,75,January,PK,High,PK->High,H,"0,067205300522253",1
HS147A,HS,4,6,CA,3,A,04/11/2019,04/14/2019,02/13/2018,09/22/2018,15,1,02/06/2018,CA History,22,22,January,PK,Middle,PK->Middle,H,"0,035038198272062",0
HS1506A,HS,3,3,CA,2,A,04/11/2019,04/13/2019,05/23/2018,09/18/2018,2,1,05/23/2018,CA History,22,20,January,K,Elementary,K->Elementary,H,"0,022780593577119",0
HS1512A,HS,2,2,CA,8,A,03/16/2019,03/24/2019,,09/03/2018,3,2,08/21/2018,CA History,35,42,January,PK,Elementary,PK->Elementary,H,"0,06077380070894",1
HS1530A,HS,7,10,CA,8,A,05/08/2019,05/16/2019,06/05/2018,06/13/2018,3,2,06/18/2018,CA History,27,35,January,K,Middle,K->Middle,H,"0,352390950749141",0
HS1555A,HS,6,6,CA,7,A,05/09/2019,05/16/2019,05/05/2018,09/15/2018,6,3,04/05/2018,CA History,47,63,January,K,Middle,K->Middle,H,"0,203643934837605",1
HS1566A,HS,3,3,CA,2,A,05/16/2019,05/18/2019,,08/13/2018,4,2,05/13/2018,CA History,56,50,January,K,Elementary,K->Elementary,H,"0,05904810159562",1
HS1575A,HS,3,3,CA,5,A,04/13/2019,04/18/2019,02/28/2018,09/17/2018,7,1,02/21/2018,CA History,17,23,January,K,Middle,K->Middle,H,"0,041858439696294",0
HS1594A,HS,6,6,CA,4,A,04/19/2019,04/23/2019,02/12/2018,09/30/2018,5,2,02/12/2018,CA History,34,44,January,K,Elementary,K->Elementary,H,"0,052119863744768",0
HS1596A,HS,4,6,CA,3,A,04/17/2019,04/20/2019,04/09/2018,08/06/2018,2,1,04/17/2018,CA History,9,12,January,PK,Middle,PK->Middle,H,"0,107879198230438",0
HS159A,HS,7,7,CA,1,A,04/15/2019,04/16/2019,05/01/2018,09/19/2018,10,4,04/12/2018,CA History,117,123,January,PK,Middle,PK->Middle,H,"0,359322852132812",1
HS1624A,HS,5,7,CA,6,A,04/14/2019,04/20/2019,03/28/2018,09/29/2018,7,1,03/17/2018,CA History,10,14,January,PK,Middle,PK->Middle,H,"0,030304412615115",0
HS1649A,HS,5,5,CA,2,A,04/15/2019,04/17/2019,,08/29/2018,4,1,06/05/2018,CA History,15,18,January,K,Middle,K->Middle,H,"0,065666406468458",1
HS1664A,HS,2,2,CA,4,A,04/08/2019,04/12/2019,,08/31/2018,3,1,05/24/2018,CA History,6,7,January,K,Middle,K->Middle,H,"0,009741902940669",1
HS1683A,HS,4,4,CA,5,A,04/21/2019,04/26/2019,04/18/2018,09/05/2018,1,1,05/03/2018,CA History,30,33,January,PK,Middle,PK->Middle,H,"0,111016314318187",1
HS1699A,HS,5,5,CA,4,A,05/05/2019,05/09/2019,,08/17/2018,2,3,06/16/2018,CA History,62,79,January,PK,Middle,PK->Middle,H,"0,105812679144086",1
HS16A,HS,4,4,CA,5,A,03/22/2019,03/27/2019,,09/01/2018,1,2,03/29/2018,CA History,51,48,January,PK,Elementary,PK->Elementary,H,"0,073253032592089",1
HS1715A,HS,5,5,CA,2,A,04/18/2019,04/20/2019,04/22/2018,08/21/2018,4,1,04/30/2018,CA History,36,38,January,K,Elementary,K->Elementary,H,"0,065788913791537",1
HS1717A,HS,4,5,CA,2,A,05/06/2019,05/08/2019,,09/02/2018,4,1,09/09/2018,CA History,41,42,January,PK,Middle,PK->Middle,H,"0,456073338207146",0
HS172A,HS,4,4,CA,8,A,05/12/2019,05/20/2019,,09/23/2018,1,2,06/03/2018,CA History,17,19,January,PK,Middle,PK->Middle,H,"0,054519985465792",1
HS1730A,HS,3,3,CA,5,A,03/18/2019,03/23/2019,04/14/2018,09/04/2018,5,2,04/07/2018,CA History,35,38,January,PK,Elementary,PK->Elementary,H,"0,060942662121549",1
HS1732A,HS,4,4,CA,3,A,05/13/2019,05/16/2019,05/25/2018,09/16/2018,6,4,05/15/2018,CA History,49,50,January,PK,Middle,PK->Middle,H,"0,136404609593466",1
HS1753A,HS,5,5,CA,9,A,06/11/2019,06/20/2019,,12/11/2018,2,2,12/12/2018,CA History,54,50,January,PK,Elementary,PK->Elementary,H,"0,054578732606111",0
HS1756A,HS,2,2,CA,1,A,04/12/2019,04/13/2019,04/20/2018,09/01/2018,5,1,05/18/2018,CA History,27,27,January,PK,Middle,PK->Middle,H,"0,081721819426233",1
HS1766A,HS,5,5,CA,9,A,06/06/2019,06/15/2019,,08/16/2018,4,3,05/08/2018,CA History,101,98,January,PK,Middle,PK->Middle,H,"0,122298617654551",1
HS1774A,HS,2,2,CA,3,A,05/10/2019,05/13/2019,05/08/2018,09/12/2018,6,1,04/24/2018,CA History,28,33,January,K,Elementary,K->Elementary,H,"0,060929107608554",0
HS1780A,HS,5,5,CA,7,A,06/03/2019,06/10/2019,06/11/2018,08/22/2018,3,1,05/30/2018,CA History,22,21,January,K,Middle,K->Middle,H,"0,047987495702078",0
HS1790A,HS,6,7,CA,7,A,05/21/2019,05/28/2019,05/11/2018,09/25/2018,1,1,05/15/2018,CA History,36,34,January,K,Elementary,K->Elementary,H,"0,042290017434058",0
HS1825A,HS,4,4,CA,7,A,05/20/2019,05/27/2019,,07/26/2018,8,1,06/07/2018,CA History,19,25,January,K,Middle,K->Middle,H,"0,027927269648875",0
HS1829A,HS,4,4,CA,7,A,04/03/2019,04/10/2019,,09/01/2018,1,1,06/16/2018,CA History,7,9,January,K,Elementary,K->Elementary,H,"0,012959733027506",1
HS1879A,HS,3,3,CA,7,A,05/20/2019,05/27/2019,,07/09/2018,2,1,07/17/2018,CA History,10,11,January,PK,Middle,PK->Middle,H,"0,126661401029129",1
HS1891A,HS,3,3,CA,4,A,05/31/2019,06/04/2019,,01/25/2019,4,1,01/23/2019,CA History,33,36,January,K,Middle,K->Middle,H,"0,045133585177724",0
HS1913A,HS,3,6,CA,6,A,06/08/2019,06/14/2019,04/06/2018,09/05/2018,8,3,09/18/2017,CA History,15,19,January,K,Middle,K->Middle,H,"0,028458543381373",1
HS1973A,HS,6,6,CA,7,A,04/03/2019,04/10/2019,,08/10/2018,2,1,09/05/2018,CA History,16,17,January,K,Elementary,K->Elementary,H,"0,029037730710919",0
HS1983A,HS,2,2,CA,1,A,05/21/2019,05/22/2019,,08/13/2018,7,3,06/02/2018,CA History,122,106,January,K,Middle,K->Middle,H,"0,147019830606997",1
HS1995A,HS,3,3,CA,1,A,04/18/2019,04/19/2019,04/23/2018,09/06/2018,12,5,03/25/2018,CA History,107,125,January,PK,Middle,PK->Middle,H,"0,375053381136301",1
HS2013A,HS,6,6,CA,2,A,05/07/2019,05/09/2019,,07/30/2018,11,1,07/22/2018,CA History,30,26,January,K,Middle,K->Middle,H,"0,147649097595628",1
HS2047A,HS,4,4,CA,2,A,04/23/2019,04/25/2019,,08/22/2018,6,2,04/19/2018,CA History,59,58,January,K,Middle,K->Middle,H,"0,045564848127457",0
HS2054A,HS,5,5,CA,9,A,05/09/2019,05/18/2019,05/10/2018,09/12/2018,9,2,05/15/2018,CA History,84,81,January,PK,Middle,PK->Middle,H,"0,1481265764319",1
HS2059T,HS,4,4,CA,3,T,05/14/2019,05/17/2019,,08/28/2018,7,5,09/12/2018,CA History,202,199,January,K,Middle,K->Middle,H,"0,235507121266745",1
HS2120A,HS,5,5,CA,3,A,04/18/2019,04/21/2019,03/31/2018,04/03/2018,0,1,03/14/2018,CA History,9,10,January,PK,Elementary,PK->Elementary,H,"0,009586539402303",0
HS2183A,HS,4,4,CA,8,A,05/26/2019,06/03/2019,,09/13/2018,4,1,05/24/2018,CA History,39,38,January,K,Middle,K->Middle,H,"0,171927270937679",1
HS2185A,HS,4,4,CA,1,A,05/13/2019,05/14/2019,,09/11/2018,6,1,07/03/2018,CA History,42,55,January,K,Middle,K->Middle,H,"0,096863182565716",1
HS218A,HS,5,5,CA,2,A,05/09/2019,05/11/2019,05/19/2018,08/06/2018,0,1,04/24/2018,CA History,24,26,January,PK,Elementary,PK->Elementary,H,"0,044498509185278",0
HS2193A,HS,3,3,CA,4,A,05/17/2019,05/21/2019,05/17/2018,08/11/2018,4,1,05/02/2018,CA History,14,15,January,K,Middle,K->Middle,H,"0,074539273537616",1
HS2224A,HS,2,2,CA,6,A,05/13/2019,05/19/2019,,01/20/2019,0,1,06/16/2018,CA History,3,4,January,Undefined,Undefined,Undefined->Undefined,H,,1
HS2228A,HS,2,2,CA,2,A,03/23/2019,03/25/2019,,10/09/2018,5,2,08/29/2018,CA History,37,45,January,K,Elementary,K->Elementary,H,"0,074041881948089",1
HS2239A,HS,4,4,CA,9,A,04/15/2019,04/24/2019,,,1,6,05/08/2018,CA History,63,70,January,PK,Middle,PK->Middle,H,"0,141499519568211",1
HS2280A,HS,6,6,CA,6,A,05/07/2019,05/13/2019,04/22/2018,09/26/2018,7,3,04/05/2018,CA History,46,64,January,K,Middle,K->Middle,H,"0,205899972324766",1
HS2302A,HS,2,4,CA,3,A,04/20/2019,04/23/2019,04/12/2018,08/29/2018,2,1,04/07/2018,CA History,10,13,January,PK,Middle,PK->Middle,H,"0,114658901889524",0
HS2321A,HS,5,5,CA,2,A,03/28/2019,03/30/2019,05/05/2018,08/25/2018,3,2,04/22/2018,CA History,36,45,January,PK,Middle,PK->Middle,H,"0,134901015536588",1
HS2335A,HS,6,6,CA,9,A,05/15/2019,05/24/2019,05/02/2018,08/22/2018,7,1,05/10/2018,CA History,13,14,January,K,Middle,K->Middle,H,"0,017715481881244",0
HS2355A,HS,2,3,CA,2,A,06/07/2019,06/09/2019,03/18/2018,09/21/2018,3,1,03/19/2018,CA History,6,8,January,K,Elementary,K->Elementary,H,"0,00950216220468",0
HS2359A,HS,4,4,CA,3,A,05/19/2019,05/22/2019,,08/22/2018,1,1,05/15/2018,CA History,22,27,January,K,Middle,K->Middle,H,"0,028187273781309",1
HS2371A,HS,3,3,CA,3,A,05/24/2019,05/27/2019,05/25/2018,09/05/2018,3,2,04/29/2018,CA History,45,45,January,PK,Middle,PK->Middle,H,"0,095083978354451",1
HS2390A,HS,4,4,CA,6,A,06/14/2019,06/20/2019,05/17/2018,10/06/2018,2,1,05/09/2018,CA History,16,17,January,PK,Middle,PK->Middle,H,"0,053585249402386",0
HS2407A,HS,5,5,CA,3,A,05/02/2019,05/05/2019,05/10/2018,09/14/2018,3,6,04/23/2018,CA History,78,70,January,PK,High,PK->High,H,"0,06666501823394",1
HS2412A,HS,6,6,CA,3,A,06/03/2019,06/06/2019,,09/05/2018,3,1,06/01/2018,CA History,33,36,January,K,Middle,K->Middle,H,"0,186657746701945",1
HS2425A,HS,2,2,CA,4,A,05/18/2019,05/22/2019,05/28/2018,08/04/2018,5,1,04/28/2018,CA History,11,14,January,K,Middle,K->Middle,H,"0,079098444722742",1
HS2445A,HS,6,6,CA,7,A,04/20/2019,04/27/2019,05/02/2018,09/13/2018,4,1,05/10/2018,CA History,29,36,January,PK,Middle,PK->Middle,H,"0,110531409248048",1
HS245A,HS,5,5,CA,3,A,06/07/2019,06/10/2019,,10/03/2018,3,1,08/29/2018,CA History,28,25,January,K,Elementary,K->Elementary,H,"0,039507075168434",1
HS2480A,HS,2,2,CA,7,A,05/18/2019,05/25/2019,,07/28/2018,2,1,07/21/2018,CA History,11,10,January,PK,Middle,PK->Middle,H,"0,132715129664339",1
HS2499A,HS,3,3,CA,3,A,05/20/2019,05/23/2019,05/26/2018,08/16/2018,0,1,06/11/2018,CA History,19,21,January,K,Elementary,K->Elementary,H,"0,027812437419213",1
HS251A,HS,2,2,CA,11,A,05/20/2019,05/31/2019,,09/02/2018,3,1,06/04/2018,CA History,14,17,January,Middle,Middle,Middle->Middle,H,"0,161003948108062",1
HS2539A,HS,2,2,CA,7,A,05/13/2019,05/20/2019,,09/10/2018,0,2,05/10/2018,CA History,23,29,January,PK,Middle,PK->Middle,H,"0,12563091915306",1
HS2604A,HS,2,2,CA,6,A,06/06/2019,06/12/2019,05/09/2018,10/16/2018,2,1,05/27/2018,CA History,17,18,January,PK,Middle,PK->Middle,H,"0,053974271433764",0
HS2612A,HS,6,6,CA,8,A,03/30/2019,04/07/2019,,09/05/2018,2,1,08/15/2018,CA History,16,17,January,K,Elementary,K->Elementary,H,"0,029438939042971",0
HS2620A,HS,3,3,CA,4,A,04/05/2019,04/09/2019,05/08/2018,09/12/2018,23,2,05/03/2018,CA History,24,26,January,Elementary,Elementary,Elementary->Elementary,H,"0,054064069600074",1
HS2621A,HS,6,6,CA,1,A,06/06/2019,06/07/2019,,10/10/2018,2,1,05/24/2018,CA History,32,33,January,K,Elementary,K->Elementary,H,"0,055150292802576",1
HS2657A,HS,6,6,CA,2,A,05/16/2019,05/18/2019,,10/14/2018,3,1,10/01/2018,CA History,19,22,January,PK,Elementary,PK->Elementary,H,"0,044506115119395",0
HS265A,HS,5,5,CA,3,A,07/02/2019,07/05/2019,,09/16/2018,1,1,09/05/2018,CA History,13,18,January,Undefined,Undefined,Undefined->Undefined,H,,1
HS2675A,HS,6,6,CA,3,A,04/06/2019,04/09/2019,,09/15/2018,1,2,08/27/2018,CA History,38,41,January,K,Middle,K->Middle,H,"0,052975221193112",0
HS2694A,HS,6,6,CA,6,A,04/28/2019,05/04/2019,,09/20/2018,2,2,05/02/2018,CA History,36,34,January,K,Middle,K->Middle,H,"0,059754503788493",0
HS2715A,HS,3,3,CA,4,A,04/04/2019,04/08/2019,03/31/2018,08/18/2018,2,1,03/15/2018,CA History,21,22,January,K,Elementary,K->Elementary,H,"0,03957887802363",0
HS2727A,HS,2,2,CA,2,A,06/01/2019,06/03/2019,,09/11/2018,6,2,06/14/2018,CA History,63,50,January,K,Middle,K->Middle,H,"0,114323724286947",1
HS2730A,HS,3,4,CA,6,A,05/03/2019,05/09/2019,,09/05/2018,0,1,08/28/2018,CA History,38,35,January,PK,Middle,PK->Middle,H,"0,184823802086571",0
HS2749A,HS,5,5,CA,2,A,04/10/2019,04/12/2019,,09/26/2018,1,2,08/30/2018,CA History,35,44,January,K,Middle,K->Middle,H,"0,053133186759015",0
HS2750A,HS,5,5,CA,4,A,04/28/2019,05/02/2019,,09/24/2018,3,2,04/13/2018,CA History,37,39,January,K,Middle,K->Middle,H,"0,055647819271603",0
HS2759A,HS,2,2,CA,3,A,03/26/2019,03/29/2019,,09/14/2018,9,6,09/30/2018,CA History,67,79,January,PK,Elementary,PK->Elementary,H,"0,117274168693078",1
HS2781A,HS,6,9,CA,7,A,05/14/2019,05/21/2019,05/18/2018,05/18/2018,3,2,06/16/2018,CA History,35,36,January,K,Middle,K->Middle,H,"0,365088183079776",0
HS2793A,HS,3,3,CA,8,A,05/24/2019,06/01/2019,,08/08/2018,4,2,05/08/2018,CA History,31,29,January,K,Elementary,K->Elementary,H,"0,034634325418631",1
HS2820A,HS,6,6,CA,3,A,05/06/2019,05/09/2019,05/02/2018,04/09/2018,0,5,04/10/2018,CA History,39,55,January,K,Middle,K->Middle,H,"0,108381735421177",1
HS2846A,HS,5,5,CA,4,A,06/10/2019,06/14/2019,,08/29/2018,0,2,07/26/2018,CA History,54,59,January,K,Middle,K->Middle,H,"0,166714425837394",1
HS2854A,HS,2,2,CA,6,A,05/21/2019,05/27/2019,,10/04/2018,3,1,09/12/2018,CA History,29,28,January,K,Middle,K->Middle,H,"0,040354545883371",1
HS290A,HS,3,3,CA,2,A,04/29/2019,05/01/2019,,12/01/2018,0,1,06/09/2018,CA History,17,16,January,PK,Middle,PK->Middle,H,,1
HS2929A,HS,4,4,CA,2,A,04/09/2019,04/11/2019,,08/30/2018,0,1,08/26/2018,CA History,13,14,January,PK,Middle,PK->Middle,H,"0,111421645361682",1
HS2950A,HS,4,4,CA,2,A,05/22/2019,05/24/2019,04/28/2018,05/15/2018,1,2,04/12/2018,CA History,40,34,January,PK,Middle,PK->Middle,H,"0,104542447445546",1
HS2973A,HS,6,6,CA,5,A,04/12/2019,04/17/2019,04/18/2018,09/02/2018,1,1,04/22/2018,CA History,33,36,January,PK,Middle,PK->Middle,H,"0,108021262245353",1
HS2988A,HS,3,3,CA,6,A,04/16/2019,04/22/2019,,,1,1,06/22/2018,CA History,40,41,January,PK,Middle,PK->Middle,H,"0,0683881390766",1
HS2999A,HS,6,6,CA,8,A,05/26/2019,06/03/2019,,08/31/2018,7,1,05/20/2018,CA History,27,23,January,K,Middle,K->Middle,H,"0,027044883910186",0
HS3038A,HS,2,2,CA,2,A,05/04/2019,05/06/2019,04/08/2018,08/19/2018,0,1,05/06/2018,CA History,10,12,January,K,Elementary,K->Elementary,H,"0,016706952570344",0
HS3067A,HS,6,6,CA,4,A,06/23/2019,06/27/2019,,09/18/2018,1,1,08/30/2018,CA History,18,19,January,K,Elementary,K->Elementary,H,"0,027767184504415",1
HS3069A,HS,5,5,CA,4,A,04/07/2019,04/11/2019,,,1,7,04/12/2018,CA History,57,74,January,PK,Middle,PK->Middle,H,"0,136400747617243",1
HS3090A,HS,6,6,CA,7,A,06/05/2019,06/12/2019,06/30/2018,09/02/2018,0,1,06/22/2018,CA History,44,44,January,PK,Middle,PK->Middle,H,"0,03525993967086",0
HS3111A,HS,5,5,CA,2,A,05/10/2019,05/12/2019,05/06/2018,08/05/2018,0,1,04/23/2018,CA History,27,22,January,PK,Elementary,PK->Elementary,H,"0,044443396247931",0
HS3117A,HS,2,2,CA,1,A,01/09/2019,01/10/2019,03/20/2018,08/27/2018,3,3,03/26/2018,CA History,59,57,December,K,Elementary,K->Elementary,H,"0,064267171989191",1
HS3136A,HS,2,2,CA,3,A,05/17/2019,05/20/2019,,09/15/2018,2,1,09/12/2018,CA History,54,49,January,K,High,K->High,H,"0,031152677033163",0
HS3189A,HS,4,4,CA,8,A,03/17/2019,03/25/2019,,08/28/2018,1,2,04/09/2018,CA History,50,50,January,PK,Elementary,PK->Elementary,H,"0,070397334312849",1
HS3200A,HS,6,6,CA,3,A,04/20/2019,04/23/2019,04/06/2018,03/18/2018,0,1,03/17/2018,CA History,8,10,January,PK,Elementary,PK->Elementary,H,"0,010024030917418",0
HS3206A,HS,3,3,CA,2,A,06/04/2019,06/06/2019,,01/15/2019,0,1,06/17/2018,CA History,26,32,January,K,Middle,K->Middle,H,"0,070102956845412",0
HS3214A,HS,6,6,CA,4,A,06/08/2019,06/12/2019,,09/29/2018,4,1,09/20/2018,CA History,3,4,January,K,Elementary,K->Elementary,H,"0,004477363210399",0
HS322A,HS,3,3,CA,8,A,06/08/2019,06/16/2019,,09/27/2018,7,3,01/07/2018,CA History,43,40,January,K,Elementary,K->Elementary,H,"0,050189998159218",0
HS3285A,HS,2,2,CA,3,A,06/10/2019,06/13/2019,05/28/2018,09/07/2018,5,4,04/26/2018,CA History,148,148,January,K,Elementary,K->Elementary,H,"0,213950717913846",1
HS3302A,HS,2,2,CA,7,A,04/27/2019,05/04/2019,,,2,0,05/29/2018,CA History,111,117,January,Undefined,Undefined,Undefined->Undefined,H,,1
HS3307A,HS,3,3,CA,4,A,05/13/2019,05/17/2019,,01/16/2019,0,1,05/20/2018,CA History,3,4,January,Undefined,Undefined,Undefined->Undefined,H,,1
HS3308T,HS,6,7,CA,10,T,04/28/2019,05/08/2019,,11/25/2018,5,7,09/22/2018,CA History,33,49,January,K,High,K->High,H,"2,01345626690839",1
HS3352A,HS,6,7,CA,9,A,05/23/2019,06/01/2019,04/17/2018,05/01/2018,3,1,03/28/2018,CA History,9,11,January,K,Elementary,K->Elementary,H,"0,015009314908687",0
HS3380A,HS,4,4,CA,3,A,05/18/2019,05/21/2019,05/05/2018,08/22/2018,0,1,05/05/2018,CA History,20,20,January,K,Elementary,K->Elementary,H,"0,026831221566371",1
HS3391A,HS,2,2,CA,1,A,06/02/2019,06/03/2019,,09/30/2018,1,1,08/09/2018,CA History,31,30,January,K,Elementary,K->Elementary,H,"0,048639473520642",1
HS3393A,HS,2,2,CA,2,A,06/06/2019,06/08/2019,,10/16/2018,7,2,10/22/2018,CA History,49,53,January,K,Elementary,K->Elementary,H,"0,099712426174063",1
HS3411A,HS,4,4,CA,4,A,05/14/2019,05/18/2019,,08/22/2018,2,2,05/21/2018,CA History,61,71,January,PK,Middle,PK->Middle,H,"0,108331300541315",1
HS3432A,HS,2,2,CA,2,A,05/29/2019,05/31/2019,,09/14/2018,1,1,08/09/2018,CA History,27,33,January,K,Elementary,K->Elementary,H,"0,049020922635995",1
HS3464A,HS,5,5,CA,4,A,05/06/2019,05/10/2019,06/06/2018,09/03/2018,0,5,05/02/2018,CA History,104,110,January,K,Elementary,K->Elementary,H,"0,178753556025602",1
HS3467A,HS,3,3,CA,2,A,06/06/2019,06/08/2019,,01/09/2019,0,1,06/25/2018,CA History,32,30,January,K,Middle,K->Middle,H,"0,064335671326912",0
HS3485A,HS,4,4,CA,3,A,03/26/2019,03/29/2019,03/02/2018,08/25/2018,8,2,02/14/2018,CA History,53,56,January,PK,High,PK->High,H,"0,064361237586338",1
HS3487A,HS,5,5,CA,7,A,05/12/2019,05/19/2019,04/27/2018,09/02/2018,2,2,04/02/2018,CA History,56,53,January,PK,Middle,PK->Middle,H,"0,120614966801209",1
HS3492A,HS,5,5,CA,4,A,05/19/2019,05/23/2019,,08/05/2018,4,2,05/08/2018,CA History,52,44,January,K,Elementary,K->Elementary,H,"0,056983244451143",1
HS3495A,HS,5,5,CA,8,A,04/11/2019,04/19/2019,04/13/2018,04/19/2018,2,1,04/18/2018,CA History,22,29,January,PK,Middle,PK->Middle,H,"0,084862903065581",0
HS34A,HS,2,2,CA,4,A,05/05/2019,05/09/2019,04/29/2018,04/24/2018,0,5,04/30/2018,CA History,50,49,January,K,Middle,K->Middle,H,"0,113832139636004",1
HS3505A,HS,5,5,CA,9,A,03/18/2019,03/27/2019,,09/01/2018,0,2,04/25/2018,CA History,46,47,January,PK,Elementary,PK->Elementary,H,"0,066806447185083",1
HS3525A,HS,2,2,CA,6,A,05/15/2019,05/21/2019,,10/04/2018,2,1,09/03/2018,CA History,36,45,January,K,High,K->High,H,"0,032522410430876",0
HS3548A,HS,6,6,CA,4,A,05/13/2019,05/17/2019,05/29/2018,08/04/2018,0,1,04/26/2018,CA History,20,18,January,K,Middle,K->Middle,H,"0,035844114390055",1
HS3549A,HS,3,3,CA,2,A,01/10/2019,01/12/2019,03/12/2018,08/14/2018,3,4,04/10/2018,CA History,51,69,December,K,Elementary,K->Elementary,H,"0,062790562994035",1
HS354A,HS,3,5,CA,4,A,05/12/2019,05/16/2019,,10/05/2018,0,1,09/09/2018,CA History,8,8,January,K,High,K->High,H,"0,079828291954541",1
HS3570A,HS,3,3,CA,2,A,03/19/2019,03/21/2019,,09/29/2018,6,2,09/04/2018,CA History,36,43,January,K,Elementary,K->Elementary,H,"0,069880233189269",1
HS3639A,HS,3,3,CA,7,A,06/12/2019,06/19/2019,06/28/2018,09/25/2018,0,1,06/28/2018,CA History,48,48,January,PK,Middle,PK->Middle,H,"0,034835018104198",0
HS3657A,HS,2,2,CA,3,A,04/16/2019,04/19/2019,,,2,2,05/16/2018,CA History,67,73,January,K,Middle,K->Middle,H,"0,233819269046282",1
HS366A,HS,2,2,CA,3,A,03/25/2019,03/28/2019,03/14/2018,09/03/2018,7,2,02/24/2018,CA History,49,52,January,PK,High,PK->High,H,"0,0654293384167",1
HS3670A,HS,3,3,CA,2,A,03/12/2019,03/14/2019,,10/07/2018,2,1,08/29/2018,CA History,34,33,January,K,Middle,K->Middle,H,"0,058527623453754",1
HS3681A,HS,3,3,CA,2,A,04/28/2019,04/30/2019,04/29/2018,09/04/2018,2,4,04/19/2018,CA History,59,69,January,K,Middle,K->Middle,H,"0,127708781037401",1
HS3842A,HS,3,3,CA,3,A,06/03/2019,06/06/2019,,09/10/2018,0,1,08/27/2018,CA History,14,16,January,PK,Elementary,PK->Elementary,H,"0,107975569046962",0
