ID_CRM,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator
C2600E,C,Pacific Northwest,10,PUBLIC,1,6,8,472,E,0,1,10/06/2018,10/09/2018,167,164,Middle,Middle,Middle->Middle,S-M
C2604C,C,Southern California,4,PUBLIC,1,PK,6,312,C,1,2,06/09/2018,10/05/2018,362,244,Elementary,Elementary,Elementary->Elementary,S-M
C2606O,C,Southern California,5,PUBLIC,1,6,8,697,O,1,2,05/29/2018,10/06/2018,310,180,Middle,Middle,Middle->Middle,M-L
C2616L,C,Other,10,PUBLIC,1,6,8,791,L,1,1,09/27/2018,09/27/2018,237,237,Middle,Middle,Middle->Middle,M-L
C2617G,C,Southern California,10,PUBLIC,1,5,8,1002,G,0,1,09/19/2018,09/29/2018,194,184,Middle,Middle,Middle->Middle,L
C261L,C,Southern California,5,PUBLIC,1,6,8,1150,L,1,1,10/02/2018,10/08/2018,270,264,Middle,Middle,Middle->Middle,L
C2620H,C,Southern California,4,PUBLIC,0,4,5,408,H,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
C2621L,C,Southern California,4,PUBLIC,1,K,5,655,L,1,1,10/09/2018,10/10/2018,240,239,Elementary,Elementary,Elementary->Elementary,M-L
C2625I,C,Other,10,PUBLIC,1,6,8,667,I,1,1,09/06/2018,08/22/2018,190,205,Middle,Middle,Middle->Middle,M-L
C2634J,C,Other,10,PUBLIC,1,7,8,631,J,0,1,09/06/2018,09/05/2018,186,187,Middle,Middle,Middle->Middle,M-L
C2640C,C,Dallas,9,PUBLIC,0,7,8,750,C,0,0,,,,,Middle,Middle,Middle->Middle,L
C2641E,C,Dallas,10,PUBLIC,1,6,8,247,E,1,2,05/30/2018,10/13/2018,373,237,Middle,Middle,Middle->Middle,S
C2644F,C,Other,11,PUBLIC,1,PK,7,482,F,1,2,06/11/2018,09/18/2018,346,247,Undefined,Undefined,Undefined->Undefined,S-M
C2654C,C,Pacific Northwest,11,PUBLIC,1,K,8,205,C,1,2,02/04/2018,09/03/2018,498,287,Middle,High,Middle->High,S
C2662C,C,Southern California,10,PUBLIC,1,6,8,1377,C,1,1,06/11/2018,06/04/2018,366,373,Undefined,Undefined,Undefined->Undefined,L
C2663N,C,Dallas,10,PUBLIC,1,6,8,1132,N,1,1,09/04/2018,09/14/2018,274,264,Middle,Middle,Middle->Middle,L
C2669G,C,Northern California,5,PUBLIC,1,6,8,601,G,1,2,09/15/2018,09/23/2018,260,252,Middle,Middle,Middle->Middle,M-L
C2670A,C,Other,2,PUBLIC,1,7,12,1017,A,1,1,11/10/2018,11/15/2018,211,206,Undefined,Undefined,Undefined->Undefined,L
C2677I,C,Dallas,11,PUBLIC,0,7,8,727,I,1,0,,,,,Middle,Middle,Middle->Middle,M-L
C2678O,C,Southern California,5,PUBLIC,1,6,8,1076,O,1,1,09/11/2018,09/24/2018,244,231,Middle,Middle,Middle->Middle,L
C267Z,C,Dallas,10,PUBLIC,1,6,8,530,Z,1,2,09/19/2018,10/09/2018,258,238,Middle,Middle,Middle->Middle,S-M
C2686F,C,Other,10,PUBLIC,1,PK,12,289,F,0,1,08/24/2018,08/24/2018,301,301,High,High,High->High,S
C2689F,C,Other,7,PUBLIC,1,9,12,431,F,1,2,05/16/2018,11/11/2018,309,130,High,High,High->High,S-M
C2699E,C,Other,9,PUBLIC,1,6,8,691,E,0,1,08/27/2018,09/04/2018,206,198,Middle,Middle,Middle->Middle,M-L
C26F,C,Other,10,PUBLIC,1,7,12,212,F,0,1,09/22/2018,09/20/2018,250,252,Middle,High,Middle->High,S
C2701O,C,Houston,5,PUBLIC,1,6,8,1572,O,0,2,05/18/2018,09/15/2018,394,274,Middle,Middle,Middle->Middle,L
C2707O,C,Other,10,PUBLIC,1,6,8,747,O,1,1,09/09/2018,09/22/2018,187,174,Middle,Middle,Middle->Middle,M-L
C2709F,C,Other,11,PUBLIC,1,6,8,678,F,1,2,10/04/2018,12/08/2018,231,166,Middle,Middle,Middle->Middle,M-L
C270C,C,Other,4,PUBLIC,1,5,6,996,C,0,1,09/09/2018,09/18/2018,195,186,Middle,Middle,Middle->Middle,L
C2710N,C,Other,4,PUBLIC,1,PK,6,1009,N,0,2,04/05/2018,08/24/2018,379,238,Middle,Middle,Middle->Middle,L
C2723F,C,Other,10,PUBLIC,1,6,8,643,F,0,1,09/10/2018,09/15/2018,261,256,Middle,Middle,Middle->Middle,M-L
C2725B,C,Other,1,PUBLIC,1,6,8,522,B,1,1,09/27/2018,09/29/2018,238,236,Middle,Middle,Middle->Middle,S-M
C2729I,C,Other,8,PUBLIC,0,9,12,608,I,0,0,,,,,High,High,High->High,M-L
C2734E,C,Pacific Northwest,5,PUBLIC,1,6,8,387,E,0,2,03/08/2018,10/09/2018,378,163,Middle,Middle,Middle->Middle,S-M
C2735N,C,Northern California,5,PUBLIC,1,K,8,358,N,0,1,08/27/2018,09/08/2018,230,218,Middle,Middle,Middle->Middle,S-M
C2770C,C,Other,8,PUBLIC,0,9,12,182,C,1,0,,,,,High,High,High->High,S
C2771F,C,Other,10,PUBLIC,1,K,8,361,F,1,1,08/16/2018,08/16/2018,211,211,Middle,Middle,Middle->Middle,S
C2778O,C,Other,9,PUBLIC,1,PK,8,531,O,1,1,08/11/2018,08/16/2018,252,247,Middle,Middle,Middle->Middle,S-M
C2785O,C,Other,10,PUBLIC,1,6,8,941,O,0,1,09/08/2018,09/15/2018,132,125,Middle,Middle,Middle->Middle,L
C2793N,C,Southern California,4,PUBLIC,1,K,5,833,N,1,2,09/17/2018,09/23/2018,249,243,Elementary,Elementary,Elementary->Elementary,M-L
C2798E,C,Dallas,11,PUBLIC,1,7,12,142,E,0,2,04/11/2018,09/21/2018,424,261,Middle,High,Middle->High,S
C2803C,C,Dallas,10,PUBLIC,1,5,8,383,C,0,1,09/17/2018,09/24/2018,265,258,Middle,Middle,Middle->Middle,S-M
C2806G,C,Southern California,5,PUBLIC,1,6,8,930,G,1,2,04/29/2018,09/08/2018,414,282,Middle,Middle,Middle->Middle,L
C2807Z,C,Dallas,9,PUBLIC,1,6,8,519,Z,1,2,09/22/2018,10/10/2018,252,234,Middle,Middle,Middle->Middle,S-M
C2811D,C,Other,2,PUBLIC,1,PK,8,444,D,1,1,10/23/2018,11/04/2018,163,151,Middle,Middle,Middle->Middle,S-M
C2814G,C,Northern California,5,PUBLIC,1,K,8,203,G,0,1,09/09/2018,08/29/2018,275,286,Middle,Middle,Middle->Middle,S
C2817L,C,Southern California,4,PUBLIC,1,2,4,87,L,1,1,10/27/2018,10/25/2018,137,139,Middle,Middle,Middle->Middle,S
C2821Q,C,Southern California,4,PUBLIC,1,K,6,628,Q,1,2,04/29/2018,10/09/2018,423,260,Middle,Middle,Middle->Middle,S-M
C2829N,C,Other,5,PUBLIC,1,K,8,866,N,1,1,08/15/2018,08/21/2018,204,198,Middle,Middle,Middle->Middle,L
C2832H,C,Other,10,PUBLIC,1,8,9,462,H,1,1,09/14/2018,09/11/2018,260,263,Middle,Middle,Middle->Middle,S-M
C2835O,C,Other,10,PUBLIC,1,6,8,1251,O,1,2,05/21/2018,08/16/2018,385,298,Middle,Middle,Middle->Middle,L
C2837N,C,Other,5,PUBLIC,1,7,8,412,N,0,1,10/12/2018,10/19/2018,233,226,Middle,Middle,Middle->Middle,S-M
C2843C,C,Other,11,PUBLIC,1,PK,6,317,C,0,1,10/27/2018,10/27/2018,168,168,Middle,Middle,Middle->Middle,S-M
C2844K,C,Dallas,11,PUBLIC,1,6,8,785,K,0,1,09/12/2018,09/02/2018,261,271,Middle,Middle,Middle->Middle,L
C2850E,C,Other,1,PUBLIC,1,5,7,342,E,0,2,04/18/2018,09/15/2018,305,155,Middle,Middle,Middle->Middle,S-M
C2858M,C,Other,1,PUBLIC,0,K,8,248,M,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S
C2861J,C,Other,10,PUBLIC,1,6,8,379,J,1,1,09/07/2018,09/13/2018,228,222,Middle,Middle,Middle->Middle,S-M
C2887C,C,Other,2,PUBLIC,1,PK,7,510,C,0,1,08/14/2018,08/21/2018,244,237,Middle,Middle,Middle->Middle,S-M
C2894L,C,Northern California,5,PUBLIC,1,6,8,345,L,1,1,09/06/2018,08/22/2018,216,231,Middle,Middle,Middle->Middle,S-M
C2899G,C,Pacific Northwest,5,PUBLIC,1,6,8,583,G,1,1,10/09/2018,10/08/2018,175,176,Middle,Middle,Middle->Middle,M-L
C2911G,C,Northern California,9,PUBLIC,1,K,8,915,G,1,2,05/12/2018,08/24/2018,365,261,Middle,Middle,Middle->Middle,L
C2915I,C,Other,10,PUBLIC,1,6,8,692,I,0,1,08/21/2018,08/25/2018,276,272,Middle,Middle,Middle->Middle,M-L
C2917J,C,Southern California,5,PUBLIC,1,K,8,1070,J,1,1,03/28/2019,04/04/2019,82,75,Middle,Middle,Middle->Middle,L
C2918F,C,Other,10,PUBLIC,1,6,8,823,F,1,1,09/05/2018,09/04/2018,189,190,Middle,Middle,Middle->Middle,M-L
C2919B,C,Other,9,PUBLIC,1,6,8,766,B,0,1,09/27/2018,09/16/2018,219,230,Middle,Middle,Middle->Middle,M-L
C291I,C,Dallas,8,PUBLIC,1,9,12,242,I,1,1,10/07/2018,09/29/2018,244,252,High,High,High->High,S
C2928C,C,Other,9,PUBLIC,1,6,8,509,C,1,1,09/19/2018,09/12/2018,182,189,Middle,Middle,Middle->Middle,S-M
C2930G,C,Northern California,9,PUBLIC,1,K,8,313,G,0,1,08/29/2018,08/20/2018,291,300,Middle,Middle,Middle->Middle,S
C2937L,C,Northern California,5,PUBLIC,1,PK,8,636,L,0,1,09/11/2018,08/26/2018,217,233,Middle,Middle,Middle->Middle,M-L
C293L,C,Southern California,9,PUBLIC,1,K,5,232,L,1,1,10/19/2018,10/24/2018,227,222,Middle,Middle,Middle->Middle,S
C2946J,C,Other,6,PUBLIC,1,6,8,1123,J,0,1,10/10/2018,10/05/2018,243,248,Middle,Undefined,Middle->Undefined,L
C294B,C,Houston,1,PUBLIC,1,5,8,667,B,0,2,03/22/2018,08/26/2018,423,266,Middle,Middle,Middle->Middle,M-L
C2953E,C,Other,9,PUBLIC,1,7,8,454,E,1,1,09/18/2018,10/04/2018,257,241,Middle,Middle,Middle->Middle,S-M
C2959J,C,Pacific Northwest,8,PUBLIC,1,9,12,306,J,1,1,10/12/2018,09/30/2018,242,254,High,High,High->High,S
C2964Z,C,Houston,9,PUBLIC,1,9,12,639,Z,1,1,11/12/2018,10/28/2018,215,230,High,High,High->High,M-L
C2965G,C,Other,7,PUBLIC,1,7,8,593,G,1,1,09/19/2018,09/07/2018,255,267,Middle,Middle,Middle->Middle,M-L
C2970F,C,Dallas,10,PUBLIC,1,PK,12,446,F,1,2,05/09/2018,08/30/2018,404,291,Undefined,Undefined,Undefined->Undefined,S-M
C2978E,C,Other,11,PUBLIC,1,7,12,117,E,0,2,09/26/2017,09/06/2018,608,263,High,High,High->High,S
C2984C,C,Other,10,PUBLIC,1,6,8,470,C,1,1,09/16/2018,09/20/2018,178,174,Middle,Middle,Middle->Middle,S-M
C2985D,C,Other,9,PUBLIC,1,6,8,938,D,0,1,10/18/2018,10/08/2018,228,238,Undefined,Undefined,Undefined->Undefined,L
C2994Q,C,Other,5,PUBLIC,1,6,8,1052,Q,1,1,09/14/2018,09/07/2018,260,267,Middle,Middle,Middle->Middle,L
C2997H,C,Dallas,1,PUBLIC,1,6,8,771,H,0,2,05/26/2018,10/20/2018,375,228,Middle,Middle,Middle->Middle,M-L
C29F,C,Dallas,10,PUBLIC,1,6,8,274,F,0,1,09/24/2018,10/07/2018,250,237,Middle,High,Middle->High,S
C3000L,C,Pacific Northwest,5,PUBLIC,1,6,8,735,L,0,1,09/09/2018,09/04/2018,199,204,Middle,Middle,Middle->Middle,M-L
C3001F,C,Other,9,PUBLIC,1,6,8,622,F,1,1,01/17/2019,01/26/2019,141,132,Middle,Middle,Middle->Middle,M-L
C3003E,C,Other,10,PUBLIC,0,6,8,164,E,1,0,,,,,Middle,Middle,Middle->Middle,S
C3004M,C,Southern California,5,PUBLIC,1,6,7,451,M,1,1,09/17/2018,09/19/2018,209,207,Middle,Middle,Middle->Middle,S-M
C3007E,C,Other,10,PUBLIC,1,6,8,937,E,0,2,03/03/2018,09/10/2018,460,269,Middle,Middle,Middle->Middle,L
C301P,C,Other,10,PUBLIC,1,PK,8,571,P,0,1,12/11/2018,12/09/2018,147,149,Undefined,Undefined,Undefined->Undefined,M-L
C3027O,C,Other,11,PUBLIC,1,6,8,985,O,1,2,08/20/2018,09/26/2018,296,259,Middle,Middle,Middle->Middle,L
C3028K,C,Dallas,10,PUBLIC,1,6,8,820,K,0,1,08/27/2018,08/30/2018,271,268,Middle,Middle,Middle->Middle,L
C3036G,C,Pacific Northwest,9,PUBLIC,0,7,12,97,G,0,0,,,,,High,High,High->High,S
C3037C,C,Pacific Northwest,9,PUBLIC,1,K,8,175,C,0,2,02/04/2018,09/06/2018,490,276,Middle,High,Middle->High,S
C303Z,C,Other,2,PUBLIC,1,7,12,459,Z,0,1,09/01/2018,09/04/2018,192,189,Middle,High,Middle->High,S-M
C3042F,C,Southern California,8,PUBLIC,1,9,12,1964,F,0,1,10/09/2018,10/02/2018,247,254,High,High,High->High,L
C3051H,C,Pacific Northwest,9,PUBLIC,1,9,12,1217,H,1,1,09/02/2018,09/20/2018,294,276,High,High,High->High,L
C3059C,C,Other,5,PUBLIC,1,K,8,494,C,0,2,04/24/2018,09/13/2018,402,260,Middle,High,Middle->High,S-M
C3066E,C,Southern California,9,PUBLIC,1,6,8,746,E,0,1,09/17/2018,09/10/2018,203,210,Middle,Middle,Middle->Middle,M-L
C3067I,C,Southern California,4,PUBLIC,0,K,5,669,I,0,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
C3073D,C,Houston,1,PUBLIC,1,6,8,894,D,0,1,09/21/2018,09/16/2018,260,265,Middle,Middle,Middle->Middle,L
C3080M,C,Southern California,10,PUBLIC,1,6,8,1357,M,1,2,05/11/2018,09/23/2018,323,188,Middle,Middle,Middle->Middle,L
C3089H,C,Northern California,10,PUBLIC,1,K,5,480,H,1,2,05/16/2018,09/03/2018,392,282,Middle,Middle,Middle->Middle,S-M
C3090K,C,Southern California,4,PUBLIC,0,PK,8,1313,K,1,0,,,,,Elementary,Elementary,Elementary->Elementary,L
C3092C,C,Houston,8,PUBLIC,1,9,12,2800,C,0,1,09/01/2018,08/20/2018,283,295,High,High,High->High,L
C3094H,C,Other,10,PUBLIC,1,6,8,871,H,0,1,11/01/2018,10/20/2018,184,196,Middle,Middle,Middle->Middle,L
C3095K,C,Dallas,4,PUBLIC,1,PK,6,484,K,0,1,09/08/2018,09/11/2018,277,274,Elementary,Middle,Elementary->Middle,S-M
C3097F,C,Other,9,PUBLIC,1,5,8,393,F,0,1,09/06/2018,09/07/2018,222,221,Middle,Middle,Middle->Middle,S-M
C3112F,C,Other,10,PUBLIC,1,7,8,1282,F,0,1,04/11/2018,04/09/2018,353,355,Middle,Middle,Middle->Middle,L
C3119N,C,Other,5,PUBLIC,1,6,8,778,N,1,1,09/04/2018,09/08/2018,193,189,Middle,Middle,Middle->Middle,M-L
C3137H,C,Other,9,PUBLIC,1,6,8,762,H,1,1,09/13/2018,09/18/2018,183,178,Middle,Middle,Middle->Middle,M-L
C3142G,C,Other,10,PUBLIC,1,6,8,132,G,1,2,05/07/2018,09/14/2018,389,259,Middle,Middle,Middle->Middle,S
C3146H,C,Houston,9,PUBLIC,1,7,8,314,H,0,1,09/13/2018,09/21/2018,268,260,Middle,Middle,Middle->Middle,S
C3149F,C,Pacific Northwest,7,PUBLIC,1,7,8,330,F,0,1,09/12/2018,09/15/2018,274,271,Middle,High,Middle->High,S
C3155H,C,Dallas,10,PUBLIC,1,6,8,787,H,1,1,09/09/2018,09/09/2018,265,265,Middle,Middle,Middle->Middle,M-L
C3158E,C,Other,10,PUBLIC,1,5,8,437,E,0,1,09/10/2018,09/18/2018,272,264,Undefined,Undefined,Undefined->Undefined,S-M
C315I,C,Southern California,10,PUBLIC,1,K,5,629,I,0,2,04/15/2018,09/27/2018,424,259,Middle,Middle,Middle->Middle,M-L
C3163D,C,Other,11,PUBLIC,1,7,8,269,D,0,2,05/04/2018,08/15/2018,330,227,Middle,Middle,Middle->Middle,S
C3165Q,C,Southern California,5,PUBLIC,1,6,8,2358,Q,1,2,05/01/2018,10/01/2018,345,192,Middle,Middle,Middle->Middle,L
C316I,C,Houston,11,PUBLIC,1,6,8,730,I,0,1,10/21/2018,10/01/2018,232,252,Middle,Middle,Middle->Middle,M-L
C3173F,C,Other,1,PUBLIC,1,PK,8,1277,F,1,1,03/07/2019,03/08/2019,82,81,Undefined,Undefined,Undefined->Undefined,L
C3181K,C,Southern California,5,PUBLIC,1,6,8,1249,K,0,1,10/11/2018,10/17/2018,173,167,Middle,Middle,Middle->Middle,L
C3186F,C,Houston,1,PUBLIC,1,PK,8,320,F,1,1,03/13/2019,03/14/2019,95,94,Middle,Middle,Middle->Middle,S
C3195E,C,Houston,10,PUBLIC,1,7,8,916,E,0,1,09/10/2018,09/16/2018,164,158,Middle,Middle,Middle->Middle,L
C3198F,C,Other,9,PUBLIC,1,6,8,251,F,0,2,05/14/2018,08/27/2018,320,215,Middle,High,Middle->High,S
C3200C,C,Southern California,4,PUBLIC,1,PK,5,905,C,0,2,06/03/2018,09/27/2018,321,205,Elementary,Elementary,Elementary->Elementary,L
C3211C,C,Houston,10,PUBLIC,1,6,8,437,C,0,1,09/24/2018,09/22/2018,253,255,Middle,Middle,Middle->Middle,S-M
C3215L,C,Other,5,PUBLIC,0,6,8,820,L,1,0,,,,,Undefined,Undefined,Undefined->Undefined,L
C3223Z,C,Houston,10,PUBLIC,1,PK,12,299,Z,1,1,10/03/2018,10/05/2018,163,161,Middle,Middle,Middle->Middle,S
C322J,C,Southern California,4,PUBLIC,0,K,5,689,J,0,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
C3232O,C,Northern California,7,PUBLIC,1,7,8,678,O,0,1,09/14/2018,09/10/2018,266,270,Middle,Middle,Middle->Middle,M-L
C3233E,C,Other,10,PUBLIC,1,5,8,421,E,1,1,09/13/2018,09/09/2018,273,277,Undefined,Undefined,Undefined->Undefined,S-M
C323H,C,Northern California,9,PUBLIC,1,6,8,707,H,0,1,09/29/2018,09/24/2018,255,260,Middle,Middle,Middle->Middle,M-L
C3269O,C,Southern California,5,PUBLIC,1,6,8,981,O,1,1,09/24/2018,09/10/2018,202,216,Middle,Middle,Middle->Middle,L
C3274I,C,Other,10,PUBLIC,1,5,8,436,I,0,2,04/13/2018,10/12/2018,340,158,Middle,Middle,Middle->Middle,S-M
C3277O,C,Other,5,PUBLIC,1,6,8,900,O,1,1,09/06/2018,09/04/2018,264,266,Middle,Middle,Middle->Middle,L
C3283D,C,Dallas,10,PUBLIC,1,6,8,734,D,1,1,09/10/2018,09/18/2018,184,176,Middle,Middle,Middle->Middle,M-L
C3284D,C,Houston,10,PUBLIC,1,6,8,301,D,0,1,09/17/2018,09/12/2018,199,204,Middle,Middle,Middle->Middle,S
C3285Q,C,Southern California,4,PUBLIC,1,K,5,657,Q,0,1,09/28/2018,09/27/2018,255,256,Elementary,Elementary,Elementary->Elementary,M-L
C3296D,C,Dallas,10,PUBLIC,1,7,8,215,D,1,2,05/14/2018,09/04/2018,297,184,Middle,Middle,Middle->Middle,S
C3299J,C,Pacific Northwest,5,PUBLIC,1,6,8,615,J,0,1,09/17/2018,09/24/2018,277,270,Middle,Middle,Middle->Middle,M-L
C329M,C,Other,1,PUBLIC,0,6,8,659,M,0,0,,,,,Middle,Middle,Middle->Middle,M-L
C32M,C,Other,9,PUBLIC,1,6,8,915,M,1,2,04/18/2018,09/25/2018,377,217,Middle,Middle,Middle->Middle,L
C3305D,C,Other,9,PUBLIC,1,6,8,530,D,1,2,09/22/2018,10/21/2018,254,225,Middle,Middle,Middle->Middle,S-M
C3310F,C,Dallas,10,PUBLIC,1,6,8,301,F,0,1,10/01/2018,09/24/2018,246,253,Middle,High,Middle->High,S
C3319I,C,Other,11,PUBLIC,1,6,8,547,I,0,1,09/30/2018,09/15/2018,227,242,Middle,Middle,Middle->Middle,M-L
C3320I,C,Southern California,5,PUBLIC,1,6,8,977,I,0,1,09/15/2018,09/03/2018,271,283,Middle,Middle,Middle->Middle,L
C3327G,C,Northern California,5,PUBLIC,1,K,8,203,G,1,1,09/01/2018,08/31/2018,282,283,Middle,Middle,Middle->Middle,S
C3332E,C,Dallas,7,PUBLIC,0,7,8,564,E,1,0,,,,,Middle,Middle,Middle->Middle,S-M
C3338G,C,Pacific Northwest,4,PUBLIC,1,K,6,354,G,1,1,08/17/2018,08/29/2018,252,240,Elementary,Middle,Elementary->Middle,S
C3344F,C,Other,2,PUBLIC,1,6,8,274,F,1,1,12/10/2018,12/07/2018,167,170,Undefined,Undefined,Undefined->Undefined,S
C3348E,C,Southern California,10,PUBLIC,1,6,8,911,E,0,1,10/01/2018,10/06/2018,248,243,Middle,Middle,Middle->Middle,L
C3350I,C,Other,11,PUBLIC,1,K,8,708,I,1,1,10/02/2018,10/15/2018,245,232,Middle,Middle,Middle->Middle,M-L
C3352E,C,Southern California,4,PUBLIC,1,K,5,643,E,1,2,10/19/2018,10/15/2018,216,220,Elementary,Elementary,Elementary->Elementary,M-L
C3353E,C,Other,9,PUBLIC,1,7,12,113,E,0,2,10/04/2017,09/08/2018,592,253,High,High,High->High,S
C3359F,C,Dallas,9,PUBLIC,1,PK,12,480,F,1,2,05/04/2018,09/01/2018,405,285,Undefined,Undefined,Undefined->Undefined,S-M
C3368I,C,Other,11,PUBLIC,1,K,8,755,I,0,1,09/26/2018,10/05/2018,255,246,Middle,Middle,Middle->Middle,M-L
C3375D,C,Northern California,5,PUBLIC,1,K,8,791,D,1,2,03/29/2018,08/26/2018,395,245,Middle,Middle,Middle->Middle,M-L
C3376L,C,Other,5,PUBLIC,1,6,8,388,L,1,1,10/14/2018,10/15/2018,229,228,Middle,Middle,Middle->Middle,S-M
C3385J,C,Southern California,5,PUBLIC,1,6,8,1219,J,0,1,09/18/2018,09/13/2018,196,201,Middle,Middle,Middle->Middle,L
C3387C,C,Dallas,10,PUBLIC,1,6,8,837,C,1,1,08/29/2018,09/13/2018,196,181,Middle,Middle,Middle->Middle,L
C3391L,C,Southern California,4,PUBLIC,1,K,5,648,L,0,1,10/18/2018,10/08/2018,227,237,Elementary,Elementary,Elementary->Elementary,M-L
C3393Q,C,Southern California,4,PUBLIC,1,K,5,472,Q,0,1,11/13/2018,10/30/2018,205,219,Elementary,Elementary,Elementary->Elementary,S-M
C3404J,C,Pacific Northwest,5,PUBLIC,0,6,8,217,J,0,0,,,,,Middle,Middle,Middle->Middle,S
C3409E,C,Other,8,PUBLIC,0,7,12,399,E,1,0,,,,,Middle,High,Middle->High,S-M
C3416I,C,Other,5,PUBLIC,1,K,8,1369,I,0,2,05/08/2018,09/03/2018,307,189,Middle,Middle,Middle->Middle,L
C3421F,C,Pacific Northwest,5,PUBLIC,1,6,8,285,F,0,2,05/16/2018,10/02/2018,398,259,Middle,Middle,Middle->Middle,S
C3431B,C,Other,11,PUBLIC,1,6,8,674,B,1,2,10/03/2018,01/21/2019,248,138,Middle,Middle,Middle->Middle,M-L
C3432L,C,Southern California,4,PUBLIC,1,K,5,622,L,0,1,10/04/2018,10/11/2018,237,230,Elementary,Elementary,Elementary->Elementary,M-L
C3437H,C,Houston,10,PUBLIC,1,6,8,999,H,1,2,06/02/2018,09/08/2018,286,188,Middle,Middle,Middle->Middle,L
C3441C,C,Other,10,PUBLIC,1,PK,8,697,C,1,2,03/27/2018,08/18/2018,399,255,Middle,Middle,Middle->Middle,M-L
C344N,C,Northern California,5,CHD,1,7,8,0,N,1,1,09/15/2018,08/28/2018,220,238,Middle,Middle,Middle->Middle,
C3477D,C,Dallas,10,PUBLIC,1,6,8,794,D,0,1,09/07/2018,09/21/2018,182,168,Middle,Middle,Middle->Middle,M-L
C3482G,C,Other,8,PUBLIC,1,9,12,350,G,1,1,10/08/2018,09/24/2018,189,203,High,High,High->High,S-M
C3483O,C,Other,11,PUBLIC,1,PK,8,484,O,0,1,08/04/2018,08/08/2018,268,264,Middle,Middle,Middle->Middle,S-M
C348I,C,Other,2,PUBLIC,1,6,8,920,I,0,1,11/12/2018,11/17/2018,197,192,Undefined,Undefined,Undefined->Undefined,L
C3511E,C,Other,1,PUBLIC,1,4,8,357,E,0,1,11/09/2018,10/28/2018,195,207,Undefined,Undefined,Undefined->Undefined,S-M
C3512F,C,Other,11,PUBLIC,1,5,8,314,F,1,1,09/28/2018,09/22/2018,248,254,Middle,Middle,Middle->Middle,S
C3514E,C,Other,10,PUBLIC,1,6,8,791,E,1,1,08/25/2018,09/06/2018,224,212,Middle,Middle,Middle->Middle,M-L
C3517H,C,Houston,9,PUBLIC,1,7,8,293,H,1,1,09/06/2018,09/16/2018,273,263,Middle,Middle,Middle->Middle,S
C3519L,C,Other,10,PUBLIC,1,PK,8,1009,L,0,2,05/24/2018,09/11/2018,326,216,Middle,Middle,Middle->Middle,L
C3528G,C,Southern California,10,PUBLIC,1,7,12,1450,G,0,1,09/06/2018,09/12/2018,289,283,Middle,High,Middle->High,L
C3535C,C,Other,10,PUBLIC,1,PK,8,676,C,0,2,03/29/2018,08/17/2018,393,252,Middle,Middle,Middle->Middle,M-L
C3540E,C,Houston,11,PUBLIC,1,7,8,944,E,1,1,09/15/2018,09/22/2018,158,151,Middle,Middle,Middle->Middle,L
C3541I,C,Dallas,9,PUBLIC,1,6,8,768,I,0,2,03/21/2018,09/07/2018,444,274,Middle,Middle,Middle->Middle,L
C3546F,C,Other,4,PUBLIC,0,3,5,357,F,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
C3554F,C,Houston,10,PUBLIC,1,6,8,1221,F,1,2,03/05/2018,09/15/2018,443,249,Middle,Middle,Middle->Middle,L
C355G,C,Other,10,PUBLIC,1,6,8,760,G,1,1,09/07/2018,08/30/2018,222,230,Middle,Middle,Middle->Middle,M-L
C3561J,C,Houston,10,PUBLIC,1,6,8,115,J,0,1,08/27/2018,08/26/2018,282,283,Middle,Middle,Middle->Middle,S
C3567G,C,Dallas,11,PUBLIC,1,6,8,273,G,1,1,09/11/2018,09/08/2018,264,267,Middle,Middle,Middle->Middle,S
C3572H,C,Other,2,PUBLIC,1,K,8,329,H,0,1,10/07/2018,09/28/2018,241,250,Undefined,Undefined,Undefined->Undefined,S-M
C3575N,C,Southern California,7,PUBLIC,1,9,12,432,N,0,2,09/23/2018,10/22/2018,204,175,Middle,Middle,Middle->Middle,S-M
C3580K,C,Houston,11,PUBLIC,1,6,8,1253,K,1,2,06/08/2018,10/18/2018,364,232,Middle,Middle,Middle->Middle,L
C3586K,C,Houston,11,PUBLIC,1,6,8,1378,K,1,2,09/24/2018,10/08/2018,163,149,Middle,Middle,Middle->Middle,L
C3589B,C,Dallas,1,PUBLIC,1,6,8,513,B,0,2,05/12/2018,09/01/2018,387,275,Middle,Middle,Middle->Middle,S-M
C3592O,C,Southern California,5,PUBLIC,1,6,8,670,O,1,2,05/24/2018,10/07/2018,309,173,Middle,Middle,Middle->Middle,M-L
C35K,C,Dallas,8,PUBLIC,1,6,8,729,K,1,1,10/13/2018,10/09/2018,194,198,Middle,Middle,Middle->Middle,M-L
